Job_Role,Company,Location,Job Experience,Skills/Description
Technical/ Solution AIML Architect- Immediate/15 DAYS,DMI Innovations Pvt. Ltd,"Pune, Bangalore/Bengaluru",7-12,"IT Skills, Python, Data Science, Cloud, DevOps, Project Management, AWS, AIML Technical Architect"
Java Full Stack Developer,Semper Fi Solution,Bangalore/Bengaluru,4-6,"IT Skills, Java, Node.js, HTML, CSS, Javascript, AngularJS, MySQL"
Front End Developer,Convergence Infotech,Bangalore/Bengaluru(Sadashiva Nagar),3-7,"Redux, Material-ui, REACT FRAME WORK, reactjs, THUNK, IT Skills, Javascript, AWS"
Statistician,Neustar,Hyderabad/Secunderabad,1-3,"IT Skills, Python, Machine Learning, Big Data, Logistic regression, Operations research, Analytical, Consulting"
Associate Manager - Microsoft Power BI,Aspire Recruitment Solutions,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",2-7,"data analytics, Microsoft Power BI, data engineering, Power Query, SQL Server Analysis Services, DAX, R, Power Pivot"
Technical Project Manager / Technical Manager,EPAM Systems,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",14-17,"Data Engineering, Sonar, Microservices, Scrum Ceremonies, Jenkins, Data Ingestion, CD, CI"
Snowflake Developer,NAVIKENZ INDIA PRIVATE LIMITED,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",6-10,"IT Skills, Python, Cloud, Jenkins, AWS, Azure, snowflake, spark"
Java Full Stack Developer - Node.js,Semperfi,Bangalore/Bengaluru,6-10,"Apache, Java, communication, Node js, Angular, HTML, MySQL, JavaScript"
Looking For Java Developer/Immediate joiner/ Pan India,Accolite Digital,"Chennai, Bangalore/Bengaluru, Delhi / NCR",3-8,"spring, IT Skills, Java, J2EE, Software Development, Cloud, DevOps"
Mainframe Developer,New Global Technologies,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",0-5,"Db2, Cobol, Mainframes, VSAM, MVS, Mainframe, CICS, JCL"
"Consultant, Development",Infogain India (P) Ltd.,Mumbai,5-7,"Python, SQL Queries, R, Data Analysis, Excel, IT Skills, deep learning, Forecasting"
Machine Learining Architect,Persistent,Pune,5-9,"IT Skills, Python, Data Science, Machine Learning, Artificial Intelligence, Computer science, Architect, Neural networks"
Python Developer,Artech Infosystems Pvt. Ltd.,"Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru",3-7,"Data Structures And Algorithm Design, Programming, Troubleshooting, Python, development, REST API, Java, verbal"
Golang Developer - Python/CI/CD Pipeline,Squareroot Consulting Pvt Ltd.,Bangalore/Bengaluru,4-9,"IT Skills, Python, Golang, Open Source, CI/CD Pipeline, Concurrency Patterns, Algorithm, Data Structure"
Analytics Trainer,Jigsaw Academy Education Pvt Ltd,Bangalore/Bengaluru,4-9,"data analysis, python, numpy, logistic regression, statistics"
Plc Programmer,NEUMATICA TECHNOLOGIES PVT. LTD.,Bangalore/Bengaluru,3-5,"HMI Programming, Siemens Tia Portal, PLC programming, Servo Motors, Hardware specification analysis, VFD, Servo, hydraulic actuators"
Dashboard Developer,Iron Mountain,Bangalore/Bengaluru,1-2,"Tableau, Data Studio, SQL, verbal communications, IT Skills, Hiring, User Experience, SQL Queries"
Biztalk Integration Consultant,Neudesic Technologies,Bangalore/Bengaluru,2-7,"Azure, Biztalk, Azure Logic Apps, Pub, Azure Event Grid, Kafka, EDI, EventHub Integration Service"
BI Manager,Zolostays Property Solutions Pvt. Ltd.,Bangalore/Bengaluru,5-10,Bi Manager
Database Manager,Kaleyra,Bangalore/Bengaluru,10-15,"MySQL, IT Skills, Java, Python, Cloud, DevOps, AWS, Azure"
SDET II,Rivigo,Gurgaon/Gurugram,2-5,"Computer science, Object oriented design, Automation, Manual testing, Coding, Agile, Data structures, Scrum"
BI developers,Disha Consultants,Jaipur,2-5,"Microstrategy, SAP, Cognos, SSRS, OLAP, Oracle, SSIS, Business intelligence"
Software Developer - DS,Ecom Express Private Limited,Gurgaon/Gurugram,3-5,"Software Development, Nosql, Full Stack Developer, Algorithms, Computer Science, Etl, Machine Learning, Python"
Software Developer,Durr India,Noida,2-5,"Java, Software Development, Scala, Linux Environment, Postgresql, Aws, Python"
Software Developer,Durr AG,Noida,2-6,"Java, Software Development, Ui / Ux Designers, Linux, Scala, Postgresql, Aws, Python"
Technical-Architect,CarDekho,Gurgaon/Gurugram,5-10,"Graphics, Computer science, Software design, NoSQL, Coding, Analytical, Machine learning, Agile"
"Consultant, Development",Infogain India (P) Ltd.,Noida,4-6,"REST, DevOps methodologies, API, Jenkins, web services, AWS, CI / CD, IT Skills"
Analytics Solution Architect,Birlasoft,Mumbai,12-22,"Python, IT Skills, Software Development, Cloud, AWS, Azure, Data Science, NLP"
IE - Veeva Developer,Srivango,Bangalore/Bengaluru,3-7,"Veeva, Hcp, Veeva Crm"
Looking For Datastage Developers,Coforge,"Hyderabad/Secunderabad, Pune",4-9,"Datastage, data analysis, Shell Scripting, Unix, verbal, SQL queries, Business Intelligence, ETL"
BA - Regulatory Reporting,Podium Systems,"Chennai, Gurgaon/Gurugram",6-11,"Market Risk, documentation, operational Risk, Reg framework, Regulatory data requirements, Stress Testing, IT Skills, Testing"
Python/PySpark Developer,SMILIGENCE,Gurgaon/Gurugram,5-8,"spark, AWS, Python, SQL, IT Skills, Software Development, Oracle, Big Data"
React JS Developer,Info Edge India,Noida,4-8,"react.js, javascript, front end, node.js, css, html"
"Spec, Full-Stack Dev",BNY Mellon,Pune,5-7,"Manager Quality Assurance, Coding, Consulting, Javascript, Workflow, Test planning, HTML, Application development"
Chief Product Officer,Dream11,Mumbai,8-12,"Product management, Computer science, Coo, Team management, Excel, data science, Equity, Manager Technology"
Ld. Front-End Dev,BNY Mellon,Pune,3-5,"Training, Selection process, Development management, Backend, Front end, Quality assurance systems, Sewage treatment, Management"
"Spec, Front-End Dev",BNY Mellon,Chennai,5-7,"Computer science, Manager Quality Assurance, Front end, Coding, Consulting, Javascript, Workflow, Test planning"
Ld. Front-End Dev,BNY Mellon,Pune,2-6,"operations, software, business, Database, Management, technology"
Ld. Back-End Dev,BNY Mellon,Pune,2-6,"operations, software, business, Database, Management, technology"
Ld. Full-Stack Dev,BNY Mellon,Pune,2-6,"operations, software, business, Database, Management, technology"
Ld. DB Dev,BNY Mellon,Pune,2-6,"operations, software, business, Database, Management, technology"
Ld. Front-End Dev,BNY Mellon,Pune,2-6,Front end
Ld. Full-Stack Dev,BNY Mellon,Chennai,3-6,"Training, Automation testing, Software development life cycle, Programming, Manager Technology, Database, Test planning, Representative"
"Specialist, Full-Stack Developer",BNY Mellon,Chennai,5-7,"Manager Quality Assurance, Coding, Consulting, Javascript, Workflow, Test planning, HTML, Application development"
Ld. Back End Dev,BNY Mellon,Pune,2-6,"Computer science, Manager Quality Assurance, Front end, Coding, Javascript, Test planning, HTML, Application development"
"Spec, Back-End Dev",BNY Mellon,Chennai,5-7,"Computer science, Manager Quality Assurance, Coding, Consulting, Workflow, Test planning, Application development, Continuous improvement"
Product Manager,Friends Color Images Pvt. Ltd.,Noida,5-10,"Product management, Translation, Competitive analysis, product life cycle, Engineering Design, Customer experience, User experience design, Product strategy"
Hadoop developer,Capgemini,Chennai,2-4,"IT Skills, Java, AWS, Unix, Object oriented design, Linux, spark, Debugging"
Java Developer,Varian Medical Systems India Software Pvt Ltd,Pune,3-7,"IT Skills, Java, J2EE, Python, Cloud, Azure, Java Developer"
"Spec, Full-Stack Dev",BNY Mellon,Chennai,7-9,"Manager Quality Assurance, Coding, Consulting, Javascript, Workflow, Test planning, HTML, Application development"
"Spec, Full-Stack Dev",BNY Mellon,Pune,2-4,"Full-Stack Dev, Spec"
"Spec, Back-End Dev",BNY Mellon,Pune,7-9,Backend
"Spec, Full-Stack Dev",BNY Mellon,Pune,5-7,"Full-Stack Dev, Spec"
Ld. DB Dev,BNY Mellon,Pune,7-14,"Computer science, Performance tuning, Business objects, Webfocus, PLSQL, Test planning, Informatica, Stored procedures"
Ld. Full-Stack Developer,BNY Mellon,Pune,2-6,"Computer science, Manager Quality Assurance, Front end, Coding, Javascript, Test planning, HTML, Application development"
Ld. Front-End Dev,BNY Mellon,Chennai,6-11,"Performance tuning, Core Java, Manager Quality Assurance, RDBMS, Javascript, Agile, Test planning, HTML"
"Specialist, Full-Stack Developer",BNY Mellon,Pune,5-7,"Manager Quality Assurance, Coding, Consulting, Javascript, Workflow, Test planning, HTML, Application development"
Hands-on Back-End Java Developer,BNY Mellon,Pune,2-6,"Computer science, Maven, Core Java, Manager Quality Assurance, Test planning, Application development, JPA, Technical support"
Software Technology Specialist,Kla Tencor,Chennai,3-7,"Interpersonal skills, C++, Software design, Debugging, Javascript, Data structures, Application development, SDLC"
Spec Mainframe Dev,BNY Mellon,Chennai,11-13,"Computer science, Manager Quality Assurance, Db2, Cics, Intranet, Cobol, Test planning, Application development"
Visualization Consultant,Cyient,Hyderabad,2-5,"IT Skills, Machine Learning, Angularjs, Big Data, AWS, Tableau, Power BI, Visualization Consultant"
Ld. Full-Stack Dev,BNY Mellon,Pune,3-6,"Core Java, Manager Quality Assurance, RDBMS, Coding, Javascript, Agile, HTML, Application development"
Specialist Full Stack Developer,BNY Mellon,Pune,2-6,"Computer science, Manager Quality Assurance, Front end, Coding, Javascript, Test planning, HTML, Application development"
Hiring For DBA Head/ Manager,IndiaMART,Noida,7-11,"PL / SQL, shell, Oracle, RDBMS, Graph DB, Unix, big data technologies, NoSql"
Ld. Back-End Dev,BNY Mellon,Pune,3-5,Backend
Spec - Front-End Dev,BNY Mellon,Pune,2-7,"Computer science, Manager Quality Assurance, Front end, Coding, Consulting, Javascript, Workflow, Test planning"
"Spec, Mainframe Dev",BNY Mellon,Chennai,5-7,"Manager Quality Assurance, Db2, Coding, Cics, Cobol, Consulting, Workflow, Test planning"
Ld. Front-End Dev,BNY Mellon,Chennai,2-6,"Computer science, Manager Quality Assurance, Front end, Intranet, Javascript, Test planning, HTML, Continuous improvement"
Ld. DB Dev,BNY Mellon,Pune,6-12,"Performance tuning, Business objects, Webfocus, PLSQL, Test planning, Informatica, Stored procedures, Teradata"
Specialist Mainframe Developer,BNY Mellon,Pune,5-7,"Manager Quality Assurance, Db2, Coding, Cics, Cobol, Consulting, Workflow, Test planning"
Apache Kafka,AgreeYa,Gurgaon,4-8,"CDC ingestion, Apache Kafka, DataFlow, Git, Kafka, CDC, Written, Verbal"
"Spec, Back-End Dev",BNY Mellon,Chennai,5-7,"Computer science, Backend, Manager Quality Assurance, Coding, Consulting, Workflow, Test planning, Application development"
SAS DI Developer,AgreeYa,Hyderabad,6-8,"IT Skills, Testing, Data analysis, Production support, Data management, development testing, Coding, Data structures"
Business Intelligence,NSE.IT Ltd,Mumbai,6-9,"Data migration, Bfsi, Information security, Agile, Informatica, Business intelligence, SDLC, Unix shell scripting"
"Spec, Full-Stack Dev",BNY Mellon,Chennai,2-6,"Computer science, Manager Quality Assurance, Front end, Coding, Javascript, Test planning, HTML, Application development"
Ld. Full-Stack Dev,BNY Mellon,Pune,6-11,"Performance tuning, Core Java, Manager Quality Assurance, RDBMS, Javascript, Agile, Test planning, HTML"
"Spec, Back-End Dev",BNY Mellon,Pune,10-12,"Unix, Manager Quality Assurance, Linux, RDBMS, XML, Workflow, Perl, Application development"
Development Manager,Envestnet | Yodlee,Trivandrum/Thiruvananthapuram,1-12,"Computer science, XML, Project management, PLSQL, HTML, JSON, Stakeholder management, MTS"
Opportunity For Bigdata Developer at Cybage Software,Cybage,Pune,3-7,"Java, Hive, Kafka, Spark, hadoop, Analytical, Communication, Bigdata"
Ld. Full-Stack Dev,BNY Mellon,Pune,2-6,"Software Development, Programming, automation suites, Data, technology"
Technical Trainer,Alert Enterprise-Division of Startupfarms IT P ltd,Chandigarh,3-7,"MapReduce, Machine learning, communication, data warehouse, Scala, Redshift, Tableau, HBase"
Ld. Full-Stack Dev,BNY Mellon,Pune,6-10,"Automation, Manager Quality Assurance, OOAD, Javascript, HTML, Windows, WCF, Oracle"
"Spec, Full-Stack Dev",BNY Mellon,Pune,2-6,"Computer science, Manager Quality Assurance, Front end, Coding, Javascript, Test planning, HTML, Application development"
BA- Wealth Management,Diverse Lynx,Mumbai,2-7,"Visio, Word, PowerPoint, Microsoft Office, Excel, SQL, UML, IT Skills"
BA Analytics(NCH),Evolent Health,Pune,4-7,"T-SQL, data modeling, SSIS, Business Intelligence, BRD, SSRS, Data Analysis, Data Reporting"
Python Developers,Porteck India Infoservices,"Noida(Sector-63 Noida), Delhi / NCR",3-6,"Natural Language Processing, Machine Learning, Python, Data Science, Pattern Recognition, Artificial Intelligence, Neural Networks, Big Data"
Quant Developer - Python,FCS Software Solutions,Noida(NSEZ),5-10,"Application Programming, Finance, Quantitative modelling, Statistics, Analytics, Engineering, Hedge Funds, Software Development"
Python Developer,Shivohm Softech Private Limited,Gandhinagar,2-7,"python, IT Skills, Testing, Data Science, Machine Learning, Artificial Intelligence, Big Data, Django"
Python/Jango Developer,TechBridge Consultancy Services,Delhi / NCR,3-5,"Python, Jango, IT Skills, Javascript, git, Docker, Linux, Algorithm Design"
Python Developer,Coditation Systems,Pune,2-5,"IT Skills, Python, Testing, Javascript, Computer science, Backend, Front end, Web technologies"
"Python , Developer",XEAM Ventures Pvt. Ltd.,New Delhi,3-5,"Training, Career counselling, Payment processing, Consulting, Corporate, SMS, ESIC, Data quality"
Associate Consultant - Analytics,Gartner India Research &amp; Advisory Services Pvt Ltd,Gurgaon/Gurugram,2-3,"IT Skills, Python, Testing, Data Science, Power BI, Azure, Career development, Data analysis"
Hiring For Senior Software Engineer BI,Jobaaj,New Delhi,3-5,"Data Engineering, Hadoop, Big Data, Hive, Hbase, BI, Big Data technologies, CI - CD"
QA engineer in Tech M,Optico Solutions Pvt. Ltd.,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-10,"QA, Quality Assurance Engineering"
Product Development Engineer II- Machine learning,Phenompeople,Hyderabad/Secunderabad,4-6,"Engineer II, Product management, Computer science, Coding, Analytical, Machine learning, Agile, Information retrieval"
Software Engineer II,Microsoft,Noida,5-10,"Supply chain, Coding, Debugging, Javascript, Workflow, HTML, microsoft, Open source"
Software Engineer,Microsoft,Noida,4-8,"Supply chain, Coding, Debugging, Javascript, Workflow, HTML, microsoft, Open source"
"UK Software Opportunities.Software Engineers, Project Managers, DWH",Platosys Technologies Ltd,"Chennai, United Kingdom (UK), United States (USA)",7-12,"Development, Testing, Requirement Gathering, IT Skills, Java, J2EE, Python, Cloud"
"Analytics Engineer, BI Engineer (L4/L5)",Deliveroo,Hyderabad/Secunderabad,2-5,"Automation, Product engineering, Version control, Coding, Catering, Data warehousing, Analytics, Downstream"
Software Engineer || Petpooja ( SAAS Product ) - Ahmedabad,Petpooja,Ahmedabad,1-6,"MVC Framework, MySQL, Core PHP, IT Skills, Java, Python, Cloud, Node.js"
Software Engineer II,Microsoft,Hyderabad/Secunderabad,5-8,"Synapse, machine learning, Databricks, DevOps, Cosmos, Hadoop, Power BI, Spark"
Engineer - Machine Learning,Getinz Techno Services,Chennai,3-6,"Software Development, Scikit, Machine Learning, Data Science, Java, H2O, Apache Spark, Tensorflow"
Software Engineer,Microsoft,Hyderabad/Secunderabad,2-5,"Azure Big Data, data analysis, Apache Spark, Kusto, analytical, Cosmos, Data Lake, Azure Automation"
"Innovation Engineer, People Analytics",Micron Tech,Hyderabad/Secunderabad,5-10,"People Analytics, C#, CSS, Azure Data Warehouse, Power BI, Microsoft SQL Server, HTML, Microsoft Visual Studio"
Engineering Manager,Donaldson,Gurgaon/Gurugram,6-9,"Simulation, Data management, Aerospace, Ansys, Intellectual property, Machine learning, thermal, Product design"
Software Engineering Manager,CABI,New Delhi,6-7,"Agile Methodology, Platform Development, Platform Architecture, Agile, Net, Google Cloud Server"
Machine Learning Engineer - Chennai,Onward Technologies Limited,Chennai,3-8,"python, pytest, machine learning, automation, data structures, algorithms, IT Skills, product quality"
Executive - BigData Engineer,Macquarie Group,Gurgaon/Gurugram,4-9,"metadata, Wealth management, Analytical, Leasing, Commodity trading, Support services, Asset management, Risk management"
Security Operations Engineer,Microsoft,Hyderabad/Secunderabad,6-8,"Computer science, C++, Software design, Architecture, Coding, test driven development, microsoft, Open source"
Software Engineer -JAVA/J2EE,Flatirons Solutions,Chennai,4-7,"JAVA, CLM, J2EE, Hibernate, J2ME, Design Patterns, Struts, Spring"
Software Engineer,Allegis Services India Pvt. Ltd.,Pune,4-7,"Hadoop, Data lake, Jira, GCP, Python, Airflow, Java, Pyspark"
